Metabolite,RT,MZ,Intensity
0.38_85.0028m/z,0.38,85.0028,269.1850829
0.38_121.0283m/z,0.38,121.0283,10920.16298
0.38_124.0028m/z,0.38,124.0028,828.3563536
0.38_133.9435m/z,0.38,133.9435,251.1712707
0.39_118.0286m/z,0.39,118.0286,2335.809392
0.39_182.9204m/z,0.39,182.9204,195.8867403
0.40_92.0239m/z,0.4,92.0239,2979.71547
0.40_111.0075m/z,0.4,111.0075,2082.740331
0.40_118.9650m/z,0.4,118.965,1025.903315
0.40_135.0437m/z,0.4,135.0437,1183.900552
0.40_239.9030m/z,0.4,239.903,959.9917127
0.40_127.0137m/z,0.4,127.0137,8205.110497
0.40_180.9117m/z,0.4,180.9117,7593.229282
0.40_185.0813m/z,0.4,185.0813,2361.441989
0.41_198.0223m/z,0.41,198.0223,6057.654696
0.41_85.0028m/z,0.41,85.0028,195.2044199
0.41_183.9124m/z,0.41,183.9124,933.6381215
0.41_294.8852m/z,0.41,294.8852,1608.033149
0.42_291.0837m/z,0.42,291.0837,244.6906077
0.42_103.0136m/z,0.42,103.0136,334.8563536
0.42_137.0344m/z,0.42,137.0344,492.3812155
0.42_138.0185m/z,0.42,138.0185,5206.353591
0.43_154.0135m/z,0.43,154.0135,889.1878453
0.43_278.9148m/z,0.43,278.9148,833.6546961
0.43_96.0076m/z,0.43,96.0076,1089.127072
0.43_118.9650m/z,0.43,118.965,1472.21547
0.43_134.0236m/z,0.43,134.0236,461.859116
0.43_291.0838m/z,0.43,291.0838,216.2679558
0.44_109.0282m/z,0.44,109.0282,4630.856354
0.44_307.8966m/z,0.44,307.8966,6379.422652
0.44_123.0075m/z,0.44,123.0075,9917.809392
0.44_136.9311m/z,0.44,136.9311,2572.566298
0.44_207.9305m/z,0.44,207.9305,5930.179558
0.45_257.9135m/z,0.45,257.9135,1417.883978
0.45_142.9950m/z,0.45,142.995,1220.831492
0.45_146.9374m/z,0.45,146.9374,526.2983425
0.46_100.0026m/z,0.46,100.0026,8980.069061
0.46_191.9455m/z,0.46,191.9455,1812.486188
0.46_75.0073m/z,0.46,75.0073,998.121547
0.46_87.0185m/z,0.46,87.0185,63.61325967
0.46_99.0074m/z,0.46,99.0074,1992.953039
0.46_85.0280m/z,0.46,85.028,1927.861878
0.46_125.0231m/z,0.46,125.0231,3160.303867
0.46_224.0383m/z,0.46,224.0383,3101.649171
0.47_111.0187m/z,0.47,111.0187,1474.030387
0.47_114.0184m/z,0.47,114.0184,5988.209945
0.47_172.0064m/z,0.47,172.0064,6345.941989
0.47_118.9650m/z,0.47,118.965,1490.801105
0.47_128.0341m/z,0.47,128.0341,4385.729282
0.48_135.0300m/z,0.48,135.03,73.56353591
0.48_187.9917m/z,0.48,187.9917,648.5524862
0.49_152.9774m/z,0.49,152.9774,538.0635359
0.49_191.9456m/z,0.49,191.9456,1022.31768
0.49_234.9114m/z,0.49,234.9114,1511.143646
0.49_245.9471m/z,0.49,245.9471,181.640884
0.49_103.0136m/z,0.49,103.0136,335.6464088
0.50_101.0230m/z,0.5,101.023,17343.50552
0.50_122.0322m/z,0.5,122.0322,10.75690608
0.50_176.9571m/z,0.5,176.9571,5.38121547
0.50_257.9135m/z,0.5,257.9135,2917.928177
0.50_111.0075m/z,0.5,111.0075,1981.720994
0.50_112.9979m/z,0.5,112.9979,2126.560773
0.50_118.0214m/z,0.5,118.0214,75.38674033
0.51_83.0236m/z,0.51,83.0236,9318.18232
0.51_166.9951m/z,0.51,166.9951,776.4088398
0.51_168.9886m/z,0.51,168.9886,822.3508287
0.51_307.8966m/z,0.51,307.8966,5257.196133
0.51_111.0438m/z,0.51,111.0438,1504.582873
0.51_179.9353m/z,0.51,179.9353,9234.900552
0.51_235.9082m/z,0.51,235.9082,1372.767956
0.52_129.0545m/z,0.52,129.0545,6675.364641
0.52_139.0388m/z,0.52,139.0388,1360.232044
0.52_158.9499m/z,0.52,158.9499,1281.917127
0.52_185.0057m/z,0.52,185.0057,591.8839779
0.52_170.9433m/z,0.52,170.9433,307.2707182
0.52_177.9021m/z,0.52,177.9021,836.0745856
0.52_179.9177m/z,0.52,179.9177,233.5773481
0.52_142.9950m/z,0.52,142.995,385.038674
0.52_156.9688m/z,0.52,156.9688,1107.345304
0.53_126.9780m/z,0.53,126.978,221.3176796
0.53_128.9736m/z,0.53,128.9736,93.38674033
0.53_154.9731m/z,0.53,154.9731,719.8950276
0.53_162.8924m/z,0.53,162.8924,724.5911602
0.53_218.9818m/z,0.53,218.9818,1048.574586
0.53_441.8919m/z,0.53,441.8919,591.6823204
0.53_120.9536m/z,0.53,120.9536,989.3370166
0.53_122.9579m/z,0.53,122.9579,22.03038674
0.53_152.9433m/z,0.53,152.9433,62.79281768
0.53_164.9334m/z,0.53,164.9334,61.88950276
0.53_175.9672m/z,0.53,175.9672,684.4143646
0.53_227.9663m/z,0.53,227.9663,536.0718232
0.53_294.9532m/z,0.53,294.9532,1324.39779
0.53_424.9115m/z,0.53,424.9115,4742.925414
0.53_428.8889m/z,0.53,428.8889,2077.251381
0.53_440.8890m/z,0.53,440.889,12560.01657
0.54_104.9849m/z,0.54,104.9849,18.50828729
0.54_126.8798m/z,0.54,126.8798,388.0276243
0.54_160.8409m/z,0.54,160.8409,956.4171271
0.54_162.8381m/z,0.54,162.8381,926.0359116
0.54_204.9659m/z,0.54,204.9659,2962.314917
0.54_208.9602m/z,0.54,208.9602,7823.685083
0.54_219.8450m/z,0.54,219.845,858.5497238
0.54_228.9630m/z,0.54,228.963,541.7016575
0.54_263.9367m/z,0.54,263.9367,173.2320442
0.54_294.9463m/z,0.54,294.9463,7018.035912
0.54_310.9243m/z,0.54,310.9243,3742.729282
0.54_387.9208m/z,0.54,387.9208,263.9254144
0.54_408.9033m/z,0.54,408.9033,1849.853591
0.54_454.9048m/z,0.54,454.9048,6623.944751
0.54_474.8822m/z,0.54,474.8822,3828.522099
0.54_490.8588m/z,0.54,490.8588,11533.45028
0.54_554.8690m/z,0.54,554.869,5971.395028
0.54_568.8850m/z,0.54,568.885,3295.596685
0.54_136.9311m/z,0.54,136.9311,8450.624309
0.54_150.9528m/z,0.54,150.9528,5174.447514
0.54_166.9232m/z,0.54,166.9232,31545.71547
0.54_191.9453m/z,0.54,191.9453,12752.22652
0.54_216.9660m/z,0.54,216.966,6599.052486
0.54_352.9346m/z,0.54,352.9346,7936.549724
0.54_371.9413m/z,0.54,371.9413,491.0165746
0.54_460.8829m/z,0.54,460.8829,3454.80663
0.54_570.8466m/z,0.54,570.8466,9157.837017
0.55_125.8719m/z,0.55,125.8719,2629.395028
0.55_127.8690m/z,0.55,127.869,1568.262431
0.55_148.9485m/z,0.55,148.9485,15609.69061
0.55_234.9348m/z,0.55,234.9348,7722.530387
0.55_289.9489m/z,0.55,289.9489,4827.389503
0.55_336.9569m/z,0.55,336.9569,2753.801105
0.55_357.9255m/z,0.55,357.9255,3503.135359
0.55_408.8675m/z,0.55,408.8675,12762.62155
0.55_422.8709m/z,0.55,422.8709,4312.58011
0.55_150.9472m/z,0.55,150.9472,63.38121547
0.55_292.9236m/z,0.55,292.9236,41057.60497
0.55_296.8821m/z,0.55,296.8821,29263.74862
0.55_346.9246m/z,0.55,346.9246,4167.345304
0.55_552.8293m/z,0.55,552.8293,3713.790055
0.55_600.8621m/z,0.55,600.8621,10644.22099
0.55_604.8566m/z,0.55,604.8566,4019.690608
0.55_638.7781m/z,0.55,638.7781,472.0773481
0.56_226.9621m/z,0.56,226.9621,42.67127072
0.56_269.9591m/z,0.56,269.9591,2070.593923
0.56_290.9405m/z,0.56,290.9405,63.68508287
0.56_294.8851m/z,0.56,294.8851,95677.6547
0.56_338.9188m/z,0.56,338.9188,76924.85635
0.56_484.9198m/z,0.56,484.9198,14565.46961
0.56_614.8775m/z,0.56,614.8775,17594.17127
0.56_746.7986m/z,0.56,746.7986,19946.42818
0.56_155.9777m/z,0.56,155.9777,6704.627072
0.56_262.9370m/z,0.56,262.937,25560.69061
0.56_276.9500m/z,0.56,276.95,734.4364641
0.56_376.9180m/z,0.56,376.918,7260.596685
0.56_390.9338m/z,0.56,390.9338,1565.248619
0.56_392.8957m/z,0.56,392.8957,41602.53591
0.56_393.8893m/z,0.56,393.8893,1834.574586
0.56_453.8719m/z,0.56,453.8719,166.9337017
0.57_114.9873m/z,0.57,114.9873,10759.04696
0.57_321.9042m/z,0.57,321.9042,18589.02486
0.57_420.9262m/z,0.57,420.9262,8065.121547
0.57_565.8693m/z,0.57,565.8693,284.4751381
0.57_682.8033m/z,0.57,682.8033,36414.98895
0.57_790.8070m/z,0.57,790.807,2153.878453
0.57_130.9653m/z,0.57,130.9653,3647.593923
0.57_322.9411m/z,0.57,322.9411,40836.95856
0.57_406.9093m/z,0.57,406.9093,46060.62155
0.57_424.8430m/z,0.57,424.843,24666.63812
0.57_444.9638m/z,0.57,444.9638,9373.074586
0.57_454.8532m/z,0.57,454.8532,1782.848066
0.57_489.9029m/z,0.57,489.9029,1995.165746
0.57_502.9178m/z,0.57,502.9178,3951.679558
0.57_544.9276m/z,0.57,544.9276,1888.527624
0.57_582.8408m/z,0.57,582.8408,5406.353591
0.57_620.8043m/z,0.57,620.8043,22118.59392
0.57_651.8514m/z,0.57,651.8514,885.2513812
0.57_678.8453m/z,0.57,678.8453,37434.55801
0.57_172.9931m/z,0.57,172.9931,81838.70442
0.57_178.9418m/z,0.57,178.9418,864.820442
0.57_244.9636m/z,0.57,244.9636,169373.3729
0.57_263.9376m/z,0.57,263.9376,104.5110497
0.57_276.9458m/z,0.57,276.9458,14981.87017
0.57_285.9368m/z,0.57,285.9368,12829.03591
0.57_410.8624m/z,0.57,410.8624,15609.09669
0.57_516.8967m/z,0.57,516.8967,27003.39503
0.57_568.8207m/z,0.57,568.8207,4256.820442
0.57_574.9210m/z,0.57,574.921,12778.88674
0.57_619.8610m/z,0.57,619.861,1452.312155
0.57_634.8387m/z,0.57,634.8387,64115.40884
0.57_666.8272m/z,0.57,666.8272,47204.32044
0.58_130.9824m/z,0.58,130.9824,110368.4144
0.58_144.9980m/z,0.58,144.998,7565.464088
0.58_188.9708m/z,0.58,188.9708,360202.2459
0.58_258.9794m/z,0.58,258.9794,32897.38122
0.58_260.9413m/z,0.58,260.9413,14744.67956
0.58_262.9301m/z,0.58,262.9301,108753.8011
0.58_272.9589m/z,0.58,272.9589,836634.7265
0.58_286.9746m/z,0.58,286.9746,247095.7928
0.58_300.9902m/z,0.58,300.9902,22926.63536
0.58_302.9521m/z,0.58,302.9521,954449.3343
0.58_306.9102m/z,0.58,306.9102,8777.90884
0.58_316.9676m/z,0.58,316.9676,144458.7348
0.58_416.9325m/z,0.58,416.9325,421172.2376
0.58_430.9480m/z,0.58,430.948,114482.1326
0.58_446.9256m/z,0.58,446.9256,291864.0221
0.58_460.9413m/z,0.58,460.9413,44063.70994
0.58_530.9120m/z,0.58,530.912,28247.19337
0.58_532.8745m/z,0.58,532.8745,190865.0829
0.58_532.9094m/z,0.58,532.9094,39377.47514
0.58_590.8988m/z,0.58,590.8988,74369.6105
0.58_633.8768m/z,0.58,633.8768,932.3895028
0.58_648.8542m/z,0.58,648.8542,90048.01381
0.58_662.8342m/z,0.58,662.8342,14799.69337
0.58_662.8674m/z,0.58,662.8674,31454.04144
0.58_676.8484m/z,0.58,676.8484,38124.76519
0.58_774.8285m/z,0.58,774.8285,6192.005525
0.58_820.8225m/z,0.58,820.8225,33647.08011
0.58_202.9866m/z,0.58,202.9866,20780.14088
0.58_318.9295m/z,0.58,318.9295,1035071.724
0.58_332.9453m/z,0.58,332.9453,175486.511
0.58_346.9611m/z,0.58,346.9611,12646.00552
0.58_386.9391m/z,0.58,386.9391,46782.26519
0.58_400.9545m/z,0.58,400.9545,22574.72928
0.58_402.9167m/z,0.58,402.9167,633096.6133
0.58_408.8675m/z,0.58,408.8675,19279.29558
0.58_436.9018m/z,0.58,436.9018,33008.62155
0.58_462.9033m/z,0.58,462.9033,263188.8536
0.58_476.9188m/z,0.58,476.9188,59463.94751
0.58_504.8790m/z,0.58,504.879,105430.8591
0.58_518.8949m/z,0.58,518.8949,139446.0331
0.58_546.8901m/z,0.58,546.8901,198951.2569
0.58_548.8866m/z,0.58,548.8866,106864.7238
0.58_576.8830m/z,0.58,576.883,272409.8646
0.58_606.8764m/z,0.58,606.8764,77441.29006
0.58_650.8173m/z,0.58,650.8173,68562.50829
0.58_690.8637m/z,0.58,690.8637,13662.31492
0.58_692.8260m/z,0.58,692.826,160229.1823
0.58_696.8189m/z,0.58,696.8189,18684.07735
0.58_706.8418m/z,0.58,706.8418,81499.78729
0.58_720.8577m/z,0.58,720.8577,22317.6326
0.58_736.8359m/z,0.58,736.8359,20711.77901
0.58_778.8124m/z,0.58,778.8124,14495.75967
0.58_794.7913m/z,0.58,794.7913,33690.39779
0.58_806.8068m/z,0.58,806.8068,78862.54696
0.58_826.7774m/z,0.58,826.7774,4561.118785
0.58_836.8002m/z,0.58,836.8002,71803.57735
0.59_146.9599m/z,0.59,146.9599,307507.7099
0.59_174.9550m/z,0.59,174.955,1852942.862
0.59_178.9479m/z,0.59,178.9479,37604.47514
0.59_288.9365m/z,0.59,288.9365,2441564.21
0.59_292.9287m/z,0.59,292.9287,45013.3232
0.59_304.9140m/z,0.59,304.914,2310472.63
0.59_306.9455m/z,0.59,306.9455,9411.430939
0.59_308.9075m/z,0.59,308.9075,87849.4779
0.59_322.9229m/z,0.59,322.9229,33258.51105
0.59_418.8944m/z,0.59,418.8944,1177922.135
0.59_422.8868m/z,0.59,422.8868,87131.77624
0.59_432.9100m/z,0.59,432.91,913154.9641
0.59_434.8718m/z,0.59,434.8718,786777.6934
0.59_448.8876m/z,0.59,448.8876,712365.4061
0.59_452.8797m/z,0.59,452.8797,43835.21547
0.59_488.9006m/z,0.59,488.9006,2005.400552
0.59_520.8565m/z,0.59,520.8565,88633.34254
0.59_522.8532m/z,0.59,522.8532,54104.3895
0.59_534.8723m/z,0.59,534.8723,151440.826
0.59_536.8687m/z,0.59,536.8687,87788.76796
0.59_548.8522m/z,0.59,548.8522,390390.9503
0.59_562.8676m/z,0.59,562.8676,459067.6878
0.59_564.8295m/z,0.59,564.8295,236422.3812
0.59_578.8451m/z,0.59,578.8451,325642.837
0.59_592.8605m/z,0.59,592.8605,206022.7265
0.59_620.8512m/z,0.59,620.8512,4772.381215
0.59_664.8313m/z,0.59,664.8313,93518.4779
0.59_678.8109m/z,0.59,678.8109,82931.06354
0.59_694.7884m/z,0.59,694.7884,89405.29558
0.59_708.8034m/z,0.59,708.8034,142037.6215
0.59_722.8196m/z,0.59,722.8196,89390.83702
0.59_750.7941m/z,0.59,750.7941,2269.585635
0.59_808.7706m/z,0.59,808.7706,91986.6326
0.59_822.7843m/z,0.59,822.7843,157293.1133
0.59_838.7618m/z,0.59,838.7618,71332.51105
0.59_278.9076m/z,0.59,278.9076,119571.953
0.59_280.9047m/z,0.59,280.9047,52552.88398
0.59_290.9506m/z,0.59,290.9506,49.16850829
0.59_408.8702m/z,0.59,408.8702,14201.33149
0.59_438.8633m/z,0.59,438.8633,66867.40884
0.59_538.8299m/z,0.59,538.8299,11797.87845
0.59_552.8459m/z,0.59,552.8459,49821.09945
0.59_636.7814m/z,0.59,636.7814,37644.28177
0.59_792.7936m/z,0.59,792.7936,45735.13536
0.60_208.9604m/z,0.6,208.9604,1802.364641
0.60_402.8565m/z,0.6,402.8565,2768.223757
0.60_235.9354m/z,0.6,235.9354,830.5801105
0.60_490.8589m/z,0.6,490.8589,4840.48895
0.60_518.9941m/z,0.6,518.9941,5381.881215
0.60_560.9053m/z,0.6,560.9053,115372.2072
0.60_746.7993m/z,0.6,746.7993,24459.96961
0.60_760.8138m/z,0.6,760.8138,59284.34254
0.60_774.8293m/z,0.6,774.8293,8196.273481
0.60_790.8064m/z,0.6,790.8064,6521.947514
0.61_159.9809m/z,0.61,159.9809,5.654696133
0.61_174.9488m/z,0.61,174.9488,3661.370166
0.61_389.0365m/z,0.61,389.0365,9809.171271
0.61_405.0140m/z,0.61,405.014,15500.9337
0.61_456.9251m/z,0.61,456.9251,1532.314917
0.61_460.8830m/z,0.61,460.883,4084.765193
0.61_473.9036m/z,0.61,473.9036,1304.5
0.61_484.9198m/z,0.61,484.9198,20442.95028
0.61_486.8817m/z,0.61,486.8817,198068.7597
0.61_500.8976m/z,0.61,500.8976,162441.4088
0.61_502.8593m/z,0.61,502.8593,101379.2265
0.61_514.9127m/z,0.61,514.9127,56983.71823
0.61_516.8749m/z,0.61,516.8749,180087.3315
0.61_530.8906m/z,0.61,530.8906,48285.23481
0.61_573.8690m/z,0.61,573.869,145.5055249
0.61_586.8825m/z,0.61,586.8825,3090.035912
0.61_588.8455m/z,0.61,588.8455,5990.265193
0.61_590.8408m/z,0.61,590.8408,3656.577348
0.61_601.8636m/z,0.61,601.8636,626.7265193
0.61_602.8605m/z,0.61,602.8605,15526.84254
0.61_614.8773m/z,0.61,614.8773,15491.83149
0.61_616.8396m/z,0.61,616.8396,114642.768
0.61_616.8761m/z,0.61,616.8761,3753.560773
0.61_630.8551m/z,0.61,630.8551,135680.8729
0.61_632.8171m/z,0.61,632.8171,47433.06354
0.61_644.8711m/z,0.61,644.8711,66239.8674
0.61_646.8326m/z,0.61,646.8326,111357.547
0.61_660.8480m/z,0.61,660.848,57240.19337
0.61_730.8206m/z,0.61,730.8206,1783.790055
0.61_731.8215m/z,0.61,731.8215,109.941989
0.61_744.8346m/z,0.61,744.8346,3974.922652
0.61_776.7905m/z,0.61,776.7905,19211.83702
0.61_828.8016m/z,0.61,828.8016,5340.781768
0.61_272.8987m/z,0.61,272.8987,7641.720994
0.61_275.0562m/z,0.61,275.0562,42584.99171
0.61_303.0623m/z,0.61,303.0623,4871.867403
0.61_340.9462m/z,0.61,340.9462,3337.48895
0.61_356.9240m/z,0.61,356.924,75335.42541
0.61_370.9394m/z,0.61,370.9394,36718.38674
0.61_372.9013m/z,0.61,372.9013,105167.0055
0.61_384.9549m/z,0.61,384.9549,3498.690608
0.61_386.9173m/z,0.61,386.9173,68209.06906
0.61_400.9325m/z,0.61,400.9325,12124.19337
0.61_442.9080m/z,0.61,442.908,5223.18232
0.61_457.0238m/z,0.61,457.0238,2820.779006
0.61_458.8876m/z,0.61,458.8876,2746.848066
0.61_470.9039m/z,0.61,470.9039,55007.36464
0.61_539.8928m/z,0.61,539.8928,5047.770718
0.61_552.9070m/z,0.61,552.907,7205.88674
0.61_554.8687m/z,0.61,554.8687,58608.81768
0.61_568.8845m/z,0.61,568.8845,46441.88674
0.61_570.8463m/z,0.61,570.8463,65991.64365
0.61_582.8993m/z,0.61,582.8993,44796.19061
0.61_584.8619m/z,0.61,584.8619,61186.14088
0.61_598.8771m/z,0.61,598.8771,25738.12983
0.61_620.8935m/z,0.61,620.8935,5897.157459
0.61_684.8272m/z,0.61,684.8272,17131.0663
0.61_698.8427m/z,0.61,698.8427,17843.18232
0.61_700.8048m/z,0.61,700.8048,16406.99448
0.61_712.8583m/z,0.61,712.8583,11415.1768
0.61_714.8201m/z,0.61,714.8201,19370.27901
0.61_728.8358m/z,0.61,728.8358,11821.26519
0.61_732.8198m/z,0.61,732.8198,2932.745856
0.61_752.8151m/z,0.61,752.8151,9216.31768
0.61_766.8306m/z,0.61,766.8306,9462.505525
0.61_782.8069m/z,0.61,782.8069,11552.06906
0.61_118.9650m/z,0.61,118.965,49422.75138
0.61_158.9774m/z,0.61,158.9774,427005.5718
0.61_160.9751m/z,0.61,160.9751,83809.03315
0.61_187.0090m/z,0.61,187.009,1107.928177
0.61_259.0784m/z,0.61,259.0784,12378.06077
0.61_261.0403m/z,0.61,261.0403,7478.104972
0.61_408.9336m/z,0.61,408.9336,20146.35635
0.61_422.9495m/z,0.61,422.9495,7518.983425
0.61_424.9114m/z,0.61,424.9114,88466.18508
0.61_428.8881m/z,0.61,428.8881,1778.922652
0.61_438.9268m/z,0.61,438.9268,52642.06906
0.61_440.8887m/z,0.61,440.8887,165488.9641
0.61_452.9425m/z,0.61,452.9425,6089.676796
0.61_454.9045m/z,0.61,454.9045,110087.8978
0.61_473.0013m/z,0.61,473.0013,5426.68232
0.61_478.9191m/z,0.61,478.9191,1129.89779
0.61_490.9368m/z,0.61,490.9368,2602.900552
0.61_520.9296m/z,0.61,520.9296,8665.411602
0.61_525.0109m/z,0.61,525.0109,4133.994475
0.61_540.9886m/z,0.61,540.9886,7912.928177
0.61_544.9066m/z,0.61,544.9066,13039.09392
0.61_588.9172m/z,0.61,588.9172,1205.718232
0.61_608.8773m/z,0.61,608.8773,2174.889503
0.61_612.8930m/z,0.61,612.893,10056.3895
0.61_620.8064m/z,0.61,620.8064,1502.486188
0.61_622.8563m/z,0.61,622.8563,37407.11326
0.61_636.8715m/z,0.61,636.8715,31946.87017
0.61_638.8336m/z,0.61,638.8336,46419.29006
0.61_652.8489m/z,0.61,652.8489,41401.78729
0.61_675.8667m/z,0.61,675.8667,113.6353591
0.61_690.8438m/z,0.61,690.8438,18697.55525
0.61_704.8592m/z,0.61,704.8592,18266.17403
0.61_706.8215m/z,0.61,706.8215,28978.6547
0.61_768.7920m/z,0.61,768.792,8050.138122
0.61_834.8173m/z,0.61,834.8173,3799.400552
0.62_238.0141m/z,0.62,238.0141,4951.878453
0.62_343.0435m/z,0.62,343.0435,21933.8453
0.62_468.9198m/z,0.62,468.9198,27195.25967
0.62_492.8986m/z,0.62,492.8986,72928.36464
0.62_506.9140m/z,0.62,506.914,48479.99171
0.62_508.8758m/z,0.62,508.8758,156559.5193
0.62_522.8916m/z,0.62,522.8916,105573.1768
0.62_560.8858m/z,0.62,560.8858,63251.17127
0.62_574.9013m/z,0.62,574.9013,40837.71823
0.62_576.8633m/z,0.62,576.8633,146311.0249
0.62_590.8792m/z,0.62,590.8792,104360.2155
0.62_592.9983m/z,0.62,592.9983,1986.245856
0.62_629.0089m/z,0.62,629.0089,2243.480663
0.62_636.7808m/z,0.62,636.7808,240.2596685
0.62_676.9625m/z,0.62,676.9625,6789.58011
0.62_720.8361m/z,0.62,720.8361,29493.08564
0.62_744.9502m/z,0.62,744.9502,5508.140884
0.62_758.8315m/z,0.62,758.8315,8981.033149
0.62_772.8471m/z,0.62,772.8471,10440.6105
0.62_774.8084m/z,0.62,774.8084,19670.51105
0.62_788.8238m/z,0.62,788.8238,21122.87293
0.62_842.7954m/z,0.62,842.7954,9309.790055
0.62_102.9862m/z,0.62,102.9862,3.339779006
0.62_226.9654m/z,0.62,226.9654,218951.9171
0.62_228.9696m/z,0.62,228.9696,274.0939227
0.62_246.9358m/z,0.62,246.9358,2507.679558
0.62_327.0661m/z,0.62,327.0661,7142.287293
0.62_395.0533m/z,0.62,395.0533,6942.248619
0.62_411.0309m/z,0.62,411.0309,23116.77624
0.62_524.8499m/z,0.62,524.8499,17476.79006
0.62_536.9068m/z,0.62,536.9068,25794.0442
0.62_592.8373m/z,0.62,592.8373,30379.16298
0.62_604.8939m/z,0.62,604.8939,42265.50829
0.62_606.8546m/z,0.62,606.8546,11746.4337
0.62_628.8722m/z,0.62,628.8722,46049.62983
0.62_642.8886m/z,0.62,642.8886,32858.1768
0.62_644.8501m/z,0.62,644.8501,115006.5221
0.62_658.8660m/z,0.62,658.866,83674.70442
0.62_672.8841m/z,0.62,672.8841,29449.54696
0.62_696.8596m/z,0.62,696.8596,35727.09116
0.62_710.8765m/z,0.62,710.8765,20281.19337
0.62_712.8377m/z,0.62,712.8377,84591.90331
0.62_726.8530m/z,0.62,726.853,59022.1326
0.62_764.8474m/z,0.62,764.8474,22441.20718
0.62_778.8648m/z,0.62,778.8648,10075.21823
0.62_848.8129m/z,0.62,848.8129,29184.99448
0.63_240.9812m/z,0.63,240.9812,40263.68785
0.63_242.9431m/z,0.63,242.9431,333949.5083
0.63_294.9532m/z,0.63,294.9532,215152.2983
0.63_362.9409m/z,0.63,362.9409,308122.6961
0.63_365.9420m/z,0.63,365.942,67.45856354
0.63_368.8894m/z,0.63,368.8894,4181.027624
0.63_460.8836m/z,0.63,460.8836,117.198895
0.63_463.0410m/z,0.63,463.041,15504.85912
0.63_479.0181m/z,0.63,479.0181,35702.35359
0.63_660.8248m/z,0.63,660.8248,30329.01934
0.63_674.8397m/z,0.63,674.8397,14522.14917
0.63_728.8122m/z,0.63,728.8122,32079.87569
0.63_742.8267m/z,0.63,742.8267,17675.59945
0.63_780.8251m/z,0.63,780.8251,57190.5442
0.63_794.8404m/z,0.63,794.8404,44975.69613
0.63_796.7994m/z,0.63,796.7994,19998.4779
0.63_810.8141m/z,0.63,810.8141,14309.53867
0.63_114.9878m/z,0.63,114.9878,178.6160221
0.63_256.9590m/z,0.63,256.959,68411.90331
0.63_270.9748m/z,0.63,270.9748,5664.640884
0.63_308.9690m/z,0.63,308.969,57183.1105
0.63_310.9309m/z,0.63,310.9309,294605.4061
0.63_376.9565m/z,0.63,376.9565,119655.9144
0.63_378.9182m/z,0.63,378.9182,507552.4945
0.63_430.9281m/z,0.63,430.9281,87455.25691
0.63_444.9439m/z,0.63,444.9439,34997.04696
0.63_446.9057m/z,0.63,446.9057,342797.3757
0.63_485.9217m/z,0.63,485.9217,85.66574586
0.63_498.9156m/z,0.63,498.9156,67742.37293
0.63_512.9310m/z,0.63,512.931,32493.40608
0.63_518.9940m/z,0.63,518.994,66.05248619
0.63_531.8932m/z,0.63,531.8932,30.80662983
0.63_547.0054m/z,0.63,547.0054,27939.10773
0.63_566.9021m/z,0.63,566.9021,75459.10497
0.63_614.9928m/z,0.63,614.9928,37440.75691
0.63_644.8711m/z,0.63,644.8711,441.9116022
0.63_648.9054m/z,0.63,648.9054,23734.95028
0.63_650.8672m/z,0.63,650.8672,232648.3039
0.63_682.9801m/z,0.63,682.9801,28842.56906
0.63_702.8756m/z,0.63,702.8756,29932.85912
0.63_716.8933m/z,0.63,716.8933,11015.41713
0.63_828.8265m/z,0.63,828.8265,4900.226519
0.64_242.0947m/z,0.64,242.0947,50.24585635
0.64_324.9466m/z,0.64,324.9466,86493.29282
0.64_514.8929m/z,0.64,514.8929,415648.2099
0.64_580.9182m/z,0.64,580.9182,34300.19613
0.64_582.8801m/z,0.64,582.8801,344869.9724
0.64_634.8887m/z,0.64,634.8887,46830.05525
0.64_664.8830m/z,0.64,664.883,140671.7182
0.64_718.8548m/z,0.64,718.8548,160105.0304
0.64_732.8707m/z,0.64,732.8707,98635.55801
0.64_734.8288m/z,0.64,734.8288,116285.9862
0.64_746.8860m/z,0.64,746.886,26903.38674
0.64_768.7927m/z,0.64,768.7927,217.3839779
0.64_782.8077m/z,0.64,782.8077,3439.560773
0.64_786.8426m/z,0.64,786.8426,116069.4972
0.64_795.3294m/z,0.64,795.3294,49.48342541
